Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.657,0.514,0.187,1.444,0.569,0.314,0.429,19
M,0.453,0.343,0.113,0.598,0.298,0.144,0.123,7
F,0.515,0.374,0.117,0.607,0.273,0.116,0.166,10
I,0.446,0.343,0.104,0.368,0.176,0.086,0.097,8
I,0.425,0.294,0.093,0.342,0.156,0.074,0.099,7
I,0.595,0.452,0.13,0.681,0.306,0.137,0.237,9
M,0.671,0.522,0.17,1.599,0.723,0.355,0.404,8
F,0.622,0.54,0.147,1.191,0.534,0.197,0.368,10
M,0.637,0.575,0.209,2.11,0.943,0.327,0.627,18
F,0.566,0.493,0.165,1.048,0.53,0.22,0.316,9
I,0.498,0.352,0.137,0.445,0.182,0.091,0.221,8
F,0.697,0.522,0.171,1.554,0.708,0.359,0.368,10
I,0.253,0.168,0.061,0.061,0.028,0.008,0.02,4
F,0.617,0.495,0.178,1.162,0.5,0.289,0.341,12
M,0.486,0.373,0.119,0.428,0.176,0.078,0.143,8
M,0.618,0.457,0.145,0.892,0.357,0.233,0.277,12
F,0.54,0.422,0.125,0.653,0.273,0.14,0.186,11
M,0.18,0.122,0.038,0.025,0.01,0.006,0.005,4
F,0.49,0.358,0.107,0.512,0.163,0.11,0.188,16
F,0.499,0.419,0.138,0.648,0.251,0.172,0.227,8
I,0.432,0.359,0.115,0.491,0.203,0.106,0.159,14
M,0.388,0.28,0.099,0.263,0.104,0.057,0.078,8
F,0.559,0.461,0.177,1.146,0.544,0.248,0.281,8
I,0.294,0.224,0.069,0.138,0.055,0.031,0.035,6
I,0.498,0.371,0.119,0.474,0.213,0.108,0.131,8
F,0.575,0.395,0.173,1.144,0.494,0.293,0.326,9
I,0.481,0.354,0.11,0.499,0.216,0.117,0.146,15
I,0.469,0.345,0.093,0.451,0.207,0.076,0.122,9
M,0.475,0.402,0.125,0.55,0.223,0.139,0.167,8
F,0.645,0.506,0.181,1.325,0.507,0.309,0.426,12
M,0.699,0.593,0.175,1.977,0.784,0.437,0.411,10
M,0.624,0.464,0.195,1.096,0.401,0.26,0.327,13
F,0.469,0.387,0.12,0.479,0.172,0.107,0.149,7
F,0.48,0.353,0.11,0.39,0.163,0.107,0.126,8
F,0.542,0.409,0.157,0.827,0.28,0.174,0.291,11
I,0.607,0.514,0.185,1.395,0.604,0.253,0.453,17
I,0.423,0.322,0.114,0.364,0.162,0.085,0.109,7
F,0.517,0.413,0.149,0.711,0.339,0.178,0.199,9
M,0.563,0.409,0.161,0.945,0.363,0.169,0.273,11
M,0.551,0.44,0.153,1.062,0.463,0.222,0.275,8
F,0.673,0.531,0.197,1.747,0.732,0.389,0.504,11
F,0.534,0.469,0.137,0.825,0.319,0.179,0.254,13
M,0.593,0.444,0.163,1.015,0.434,0.22,0.311,9
F,0.606,0.467,0.209,1.324,0.619,0.298,0.356,9
I,0.399,0.315,0.089,0.27,0.125,0.064,0.084,6
M,0.718,0.579,0.193,1.751,0.924,0.375,0.465,10
I,0.499,0.368,0.119,0.508,0.247,0.113,0.133,8
M,0.661,0.528,0.176,1.492,0.671,0.297,0.409,12
F,0.403,0.314,0.103,0.275,0.11,0.059,0.078,6
F,0.452,0.37,0.101,0.488,0.164,0.09,0.145,8
I,0.396,0.315,0.104,0.35,0.155,0.076,0.105,7
M,0.198,0.145,0.058,0.037,0.014,0.008,0.01,5
M,0.433,0.357,0.124,0.478,0.216,0.097,0.156,9
M,0.652,0.534,0.13,1.146,0.54,0.276,0.314,9
I,0.53,0.388,0.125,0.587,0.228,0.144,0.173,8
F,0.779,0.648,0.248,2.16,0.888,0.412,0.81,14
F,0.508,0.438,0.177,0.803,0.395,0.203,0.151,6
F,0.649,0.535,0.191,1.341,0.623,0.236,0.399,10
I,0.466,0.347,0.116,0.478,0.192,0.106,0.163,11
F,0.617,0.493,0.171,0.97,0.444,0.192,0.267,11
M,0.636,0.497,0.151,1.026,0.453,0.185,0.35,9
M,0.542,0.413,0.156,0.898,0.444,0.194,0.229,8
M,0.504,0.368,0.134,0.636,0.344,0.119,0.136,8
M,0.459,0.35,0.104,0.409,0.181,0.11,0.13,7
I,0.449,0.371,0.119,0.403,0.151,0.076,0.157,9
F,0.506,0.389,0.151,0.681,0.241,0.142,0.212,18
M,0.597,0.47,0.175,1.14,0.384,0.245,0.385,13
M,0.477,0.343,0.123,0.472,0.175,0.15,0.165,11
I,0.579,0.467,0.169,0.82,0.334,0.174,0.268,9
F,0.531,0.396,0.177,0.825,0.303,0.152,0.286,14
M,0.66,0.538,0.179,1.488,0.671,0.337,0.374,11
I,0.413,0.338,0.125,0.387,0.134,0.059,0.148,14
F,0.666,0.524,0.178,1.805,0.75,0.382,0.491,15
I,0.308,0.231,0.081,0.156,0.065,0.048,0.04,5
M,0.589,0.476,0.156,0.978,0.432,0.232,0.349,12
I,0.291,0.215,0.067,0.1,0.037,0.022,0.029,6
M,0.668,0.524,0.163,1.376,0.617,0.307,0.393,18
I,0.548,0.395,0.112,0.646,0.288,0.155,0.168,10
M,0.568,0.415,0.144,1.259,0.449,0.196,0.318,14
M,0.578,0.413,0.195,0.787,0.292,0.188,0.29,14
M,0.789,0.583,0.215,2.668,1.254,0.551,0.684,11
I,0.238,0.178,0.047,0.067,0.032,0.024,0.019,5
M,0.602,0.468,0.129,0.839,0.339,0.197,0.239,10
M,0.431,0.324,0.116,0.364,0.17,0.068,0.126,8
F,0.555,0.41,0.14,0.876,0.389,0.225,0.196,8
I,0.364,0.293,0.103,0.254,0.105,0.053,0.084,10
F,0.623,0.483,0.159,1.231,0.536,0.268,0.299,9
F,0.459,0.387,0.123,0.512,0.218,0.117,0.163,10
F,0.66,0.495,0.192,1.189,0.465,0.296,0.35,14
F,0.514,0.418,0.168,0.924,0.352,0.195,0.283,9
F,0.542,0.441,0.143,0.807,0.395,0.187,0.213,9
I,0.435,0.34,0.096,0.324,0.114,0.066,0.123,7
F,0.498,0.385,0.17,0.707,0.271,0.162,0.25,9
M,0.358,0.246,0.089,0.21,0.09,0.028,0.063,9
M,0.666,0.479,0.185,1.18,0.487,0.273,0.34,10
M,0.525,0.418,0.148,0.725,0.284,0.162,0.204,11
F,0.603,0.427,0.161,1.033,0.346,0.163,0.426,21
M,0.645,0.501,0.172,1.179,0.426,0.228,0.419,12
F,0.517,0.419,0.133,0.637,0.276,0.126,0.186,16
M,0.593,0.427,0.156,1.139,0.487,0.237,0.261,13
F,0.443,0.34,0.112,0.435,0.154,0.09,0.135,10
M,0.641,0.505,0.179,1.398,0.649,0.278,0.379,11
F,0.421,0.328,0.129,0.416,0.16,0.104,0.123,10
I,0.52,0.402,0.11,0.618,0.287,0.132,0.182,8
M,0.758,0.568,0.197,2.581,1.049,0.478,0.746,15
I,0.31,0.253,0.072,0.158,0.068,0.039,0.046,7
M,0.551,0.427,0.171,0.882,0.377,0.182,0.277,10
M,0.53,0.411,0.13,0.567,0.281,0.133,0.182,12
M,0.585,0.423,0.193,1.004,0.316,0.143,0.397,13
M,0.505,0.411,0.167,0.888,0.278,0.191,0.202,12
M,0.564,0.447,0.156,0.95,0.383,0.195,0.293,8
I,0.589,0.491,0.146,1.223,0.603,0.235,0.334,11
F,0.601,0.5,0.174,1.147,0.544,0.245,0.291,10
F,0.395,0.338,0.11,0.329,0.144,0.075,0.107,9
I,0.585,0.447,0.14,0.829,0.389,0.146,0.255,8
F,0.663,0.473,0.167,1.197,0.49,0.285,0.323,8
M,0.594,0.509,0.182,1.247,0.62,0.267,0.31,9
M,0.642,0.487,0.181,1.687,0.633,0.355,0.484,14
M,0.433,0.338,0.105,0.43,0.176,0.108,0.152,10
I,0.429,0.35,0.095,0.352,0.122,0.086,0.126,13
F,0.43,0.353,0.125,0.444,0.191,0.101,0.131,11
F,0.601,0.414,0.183,1.021,0.394,0.251,0.264,10
F,0.552,0.437,0.144,0.727,0.364,0.176,0.235,9
F,0.471,0.376,0.13,0.565,0.243,0.173,0.156,10
M,0.657,0.558,0.181,1.488,0.761,0.297,0.357,10
F,0.626,0.498,0.174,1.358,0.647,0.33,0.316,9
F,0.721,0.564,0.167,1.831,0.876,0.448,0.456,11
F,0.351,0.252,0.087,0.191,0.074,0.04,0.06,7
I,0.46,0.342,0.109,0.46,0.196,0.076,0.145,9
F,0.531,0.454,0.136,0.992,0.248,0.231,0.296,18
M,0.542,0.44,0.148,0.902,0.383,0.202,0.257,9
M,0.495,0.414,0.127,0.63,0.251,0.15,0.21,14
I,0.295,0.223,0.077,0.127,0.05,0.031,0.042,9
M,0.633,0.508,0.169,1.335,0.629,0.24,0.393,11
F,0.716,0.542,0.204,1.827,0.862,0.382,0.447,11
M,0.363,0.275,0.106,0.295,0.117,0.063,0.092,8
F,0.515,0.474,0.172,0.956,0.322,0.269,0.284,11
F,0.584,0.443,0.155,1.085,0.42,0.309,0.294,9
I,0.387,0.311,0.092,0.264,0.095,0.057,0.089,14
M,0.48,0.378,0.156,0.594,0.233,0.122,0.167,20
I,0.342,0.268,0.115,0.215,0.084,0.053,0.072,7
F,0.632,0.485,0.219,1.473,0.43,0.238,0.514,24
M,0.49,0.342,0.164,0.471,0.222,0.107,0.234,8
I,0.192,0.148,0.038,0.047,0.021,0.007,0.007,4
I,0.448,0.344,0.108,0.395,0.175,0.09,0.129,9
M,0.645,0.478,0.136,1.182,0.606,0.227,0.318,8
M,0.693,0.562,0.182,1.87,0.868,0.41,0.489,10
I,0.48,0.384,0.112,0.408,0.153,0.097,0.147,9
F,0.585,0.437,0.134,1.016,0.435,0.255,0.312,10
M,0.619,0.5,0.179,1.07,0.472,0.231,0.369,12
M,0.529,0.403,0.134,0.716,0.365,0.152,0.175,8
I,0.288,0.208,0.07,0.094,0.035,0.019,0.035,8
I,0.381,0.306,0.088,0.337,0.189,0.068,0.076,7
F,0.657,0.541,0.202,1.457,0.646,0.334,0.398,9
I,0.436,0.308,0.114,0.395,0.164,0.089,0.112,9
M,0.547,0.444,0.129,1.004,0.449,0.221,0.231,10
I,0.365,0.274,0.085,0.173,0.08,0.034,0.057,6
F,0.696,0.534,0.209,2.037,0.651,0.317,0.695,23
M,0.533,0.456,0.158,0.867,0.272,0.172,0.309,10
M,0.616,0.43,0.209,0.836,0.434,0.145,0.252,8
F,0.509,0.439,0.161,1.029,0.415,0.231,0.333,15
F,0.585,0.463,0.159,1.022,0.439,0.206,0.335,9
I,0.366,0.286,0.085,0.233,0.118,0.042,0.07,8
I,0.596,0.439,0.156,0.922,0.43,0.185,0.244,9
M,0.545,0.401,0.135,0.614,0.275,0.143,0.187,9
M,0.483,0.393,0.082,0.617,0.295,0.1,0.199,8
I,0.355,0.272,0.093,0.241,0.126,0.043,0.058,8
I,0.563,0.454,0.148,0.884,0.371,0.217,0.258,10
M,0.585,0.454,0.147,0.997,0.462,0.231,0.271,10
I,0.53,0.382,0.125,0.652,0.336,0.129,0.192,8
I,0.365,0.261,0.106,0.27,0.137,0.054,0.074,9
M,0.54,0.42,0.176,0.73,0.252,0.143,0.264,17
M,0.286,0.201,0.082,0.096,0.034,0.02,0.03,5
F,0.567,0.445,0.167,1.096,0.505,0.259,0.268,12
I,0.429,0.352,0.121,0.372,0.162,0.084,0.106,7
M,0.551,0.409,0.13,0.813,0.374,0.215,0.236,10
I,0.271,0.214,0.062,0.115,0.043,0.027,0.029,6
I,0.488,0.358,0.15,0.445,0.153,0.101,0.12,7
F,0.403,0.3,0.11,0.291,0.136,0.047,0.09,8
I,0.581,0.421,0.138,0.762,0.365,0.201,0.229,10
F,0.616,0.505,0.187,1.208,0.514,0.294,0.362,10
M,0.505,0.392,0.171,0.696,0.274,0.195,0.2,11
I,0.494,0.361,0.099,0.495,0.209,0.106,0.127,7
I,0.422,0.35,0.104,0.363,0.146,0.087,0.11,8
I,0.39,0.285,0.111,0.262,0.114,0.056,0.079,6
F,0.508,0.427,0.131,0.693,0.297,0.2,0.2,10
M,0.555,0.469,0.162,1.1,0.458,0.24,0.27,10
F,0.616,0.48,0.186,1.067,0.432,0.201,0.395,12
F,0.593,0.466,0.162,0.968,0.501,0.198,0.294,9
I,0.443,0.34,0.108,0.41,0.158,0.076,0.121,8
F,0.432,0.356,0.143,0.478,0.181,0.128,0.16,11
I,0.207,0.167,0.057,0.063,0.02,0.014,0.02,6
M,0.526,0.41,0.123,0.797,0.299,0.155,0.259,11
F,0.702,0.55,0.162,1.363,0.486,0.309,0.407,14
I,0.183,0.13,0.042,0.027,0.011,0.005,0.009,5
M,0.638,0.504,0.171,1.506,0.658,0.313,0.394,11
I,0.194,0.14,0.024,0.034,0.011,0.007,0.01,5
I,0.419,0.303,0.11,0.324,0.128,0.076,0.094,6
I,0.308,0.221,0.074,0.152,0.06,0.03,0.051,6
M,0.399,0.31,0.107,0.322,0.141,0.054,0.097,11
I,0.329,0.223,0.061,0.132,0.061,0.027,0.035,7
I,0.365,0.274,0.084,0.221,0.084,0.047,0.075,7
F,0.564,0.433,0.154,0.916,0.323,0.144,0.32,20
M,0.529,0.395,0.154,0.824,0.271,0.175,0.282,12
F,0.612,0.498,0.161,1.373,0.531,0.284,0.42,11
I,0.405,0.323,0.095,0.322,0.112,0.066,0.118,8
M,0.364,0.281,0.129,0.287,0.089,0.056,0.1,10
M,0.568,0.47,0.179,1.052,0.365,0.207,0.387,15
F,0.624,0.478,0.172,1.183,0.535,0.251,0.306,11
I,0.556,0.442,0.138,0.76,0.396,0.155,0.205,8
I,0.446,0.375,0.116,0.449,0.225,0.12,0.144,9
F,0.53,0.449,0.15,0.889,0.418,0.196,0.224,8
I,0.478,0.371,0.116,0.615,0.233,0.15,0.181,8
F,0.636,0.58,0.209,1.602,0.718,0.361,0.41,12
I,0.418,0.301,0.102,0.359,0.166,0.073,0.11,6
I,0.597,0.415,0.158,0.712,0.278,0.187,0.189,14
I,0.446,0.353,0.104,0.347,0.12,0.081,0.124,8
I,0.409,0.306,0.107,0.317,0.139,0.073,0.096,6
I,0.256,0.183,0.062,0.09,0.038,0.019,0.025,5
M,0.584,0.449,0.157,1.148,0.519,0.285,0.255,10
I,0.359,0.267,0.09,0.187,0.095,0.039,0.055,6
M,0.64,0.528,0.189,1.438,0.41,0.292,0.548,16
M,0.71,0.523,0.191,1.654,0.761,0.408,0.354,11
I,0.273,0.205,0.052,0.108,0.043,0.027,0.032,5
M,0.643,0.501,0.162,1.139,0.539,0.237,0.32,11
M,0.424,0.352,0.086,0.377,0.146,0.073,0.127,10
F,0.439,0.325,0.106,0.429,0.182,0.093,0.112,9
F,0.598,0.526,0.148,1.372,0.653,0.259,0.354,10
M,0.576,0.481,0.138,0.968,0.466,0.168,0.266,9
F,0.36,0.292,0.117,0.283,0.094,0.067,0.089,10
M,0.298,0.236,0.09,0.165,0.073,0.038,0.049,6
I,0.462,0.39,0.124,0.501,0.216,0.119,0.155,8
I,0.536,0.391,0.1,0.565,0.3,0.109,0.157,8
I,0.37,0.285,0.129,0.331,0.175,0.077,0.085,7
M,0.635,0.477,0.168,1.087,0.479,0.223,0.284,10
M,0.559,0.437,0.189,1.778,0.924,0.426,0.431,9
M,0.619,0.493,0.155,1.266,0.553,0.311,0.383,9
F,0.673,0.609,0.2,1.733,0.605,0.471,0.597,18
F,0.503,0.383,0.149,0.601,0.218,0.142,0.182,16
I,0.46,0.333,0.12,0.381,0.139,0.081,0.122,8
F,0.63,0.517,0.189,1.729,0.714,0.386,0.409,19
I,0.509,0.391,0.137,0.733,0.378,0.164,0.178,7
M,0.514,0.413,0.142,0.804,0.416,0.171,0.191,7
M,0.601,0.485,0.192,1.167,0.487,0.251,0.372,11
M,0.606,0.502,0.157,1.053,0.431,0.185,0.338,11
F,0.628,0.53,0.18,1.725,0.876,0.32,0.418,10
I,0.458,0.329,0.108,0.404,0.174,0.073,0.125,9
F,0.505,0.44,0.139,0.748,0.312,0.167,0.223,9
F,0.603,0.455,0.131,0.97,0.492,0.174,0.247,10
F,0.392,0.293,0.125,0.325,0.14,0.055,0.077,10
M,0.649,0.526,0.157,1.172,0.561,0.233,0.333,11
M,0.728,0.548,0.181,2.038,1.26,0.36,0.439,11
I,0.39,0.291,0.1,0.247,0.116,0.058,0.073,7
I,0.431,0.317,0.093,0.303,0.142,0.067,0.079,7
I,0.425,0.292,0.089,0.272,0.115,0.055,0.091,7
I,0.402,0.29,0.092,0.294,0.14,0.06,0.074,8
I,0.576,0.433,0.148,0.987,0.494,0.222,0.249,8
I,0.407,0.284,0.1,0.267,0.12,0.059,0.077,5
I,0.615,0.494,0.158,1.439,0.736,0.36,0.351,13
I,0.398,0.346,0.106,0.317,0.161,0.072,0.173,7
I,0.585,0.444,0.157,1.004,0.448,0.259,0.262,11
M,0.51,0.406,0.106,0.631,0.248,0.189,0.196,11
M,0.587,0.446,0.158,0.832,0.344,0.212,0.25,11
F,0.624,0.471,0.172,1.201,0.565,0.278,0.31,10
F,0.604,0.468,0.166,1.156,0.466,0.242,0.348,14
M,0.603,0.48,0.148,1.1,0.583,0.203,0.281,8
I,0.301,0.233,0.086,0.173,0.07,0.033,0.056,7
I,0.491,0.399,0.13,0.522,0.213,0.117,0.168,8
F,0.525,0.48,0.151,0.763,0.33,0.207,0.206,8
I,0.372,0.25,0.077,0.188,0.073,0.032,0.06,5
I,0.461,0.356,0.11,0.449,0.218,0.156,0.102,9
M,0.561,0.478,0.18,1.087,0.442,0.262,0.299,10
I,0.366,0.265,0.099,0.214,0.083,0.058,0.071,7
M,0.553,0.453,0.137,0.95,0.426,0.193,0.257,9
I,0.454,0.35,0.132,0.489,0.185,0.129,0.135,7
I,0.456,0.328,0.12,0.393,0.174,0.082,0.113,6
I,0.381,0.283,0.099,0.305,0.136,0.063,0.084,6
I,0.207,0.168,0.045,0.047,0.02,0.012,0.013,5
I,0.285,0.189,0.094,0.111,0.052,0.03,0.034,6
F,0.62,0.468,0.194,1.2,0.423,0.239,0.421,17
I,0.448,0.324,0.115,0.37,0.188,0.068,0.108,8
I,0.619,0.464,0.172,0.997,0.44,0.243,0.317,13
I,0.318,0.239,0.072,0.166,0.085,0.035,0.042,7
I,0.663,0.489,0.186,1.366,0.55,0.291,0.513,16
F,0.663,0.518,0.186,1.59,0.788,0.31,0.403,10
I,0.644,0.538,0.147,1.267,0.567,0.3,0.326,10
F,0.639,0.463,0.172,1.285,0.615,0.351,0.342,9
I,0.238,0.167,0.065,0.067,0.032,0.013,0.017,3
I,0.423,0.317,0.098,0.385,0.21,0.069,0.111,6
M,0.552,0.458,0.136,0.803,0.35,0.174,0.248,11
F,0.591,0.429,0.148,0.968,0.447,0.227,0.255,9
F,0.631,0.469,0.187,1.216,0.594,0.259,0.32,12
I,0.499,0.392,0.115,0.53,0.226,0.098,0.179,9
M,0.667,0.503,0.16,1.241,0.617,0.268,0.332,10
M,0.699,0.544,0.22,1.435,0.679,0.397,0.381,10
I,0.454,0.355,0.13,0.485,0.187,0.1,0.15,11
M,0.531,0.45,0.148,1.073,0.501,0.234,0.287,8
I,0.311,0.235,0.074,0.158,0.054,0.031,0.049,7
F,0.574,0.458,0.139,0.874,0.375,0.203,0.268,11
F,0.724,0.552,0.182,1.828,0.808,0.405,0.506,11
M,0.367,0.266,0.087,0.205,0.07,0.056,0.067,8
M,0.566,0.432,0.129,0.809,0.331,0.161,0.245,15
F,0.431,0.334,0.123,0.464,0.163,0.097,0.159,8
M,0.73,0.583,0.216,2.008,0.887,0.439,0.482,12
F,0.587,0.502,0.169,1.141,0.451,0.273,0.326,13
M,0.564,0.447,0.149,0.895,0.378,0.227,0.214,8
I,0.543,0.444,0.136,0.735,0.342,0.127,0.236,8
F,0.376,0.315,0.101,0.341,0.145,0.076,0.102,12
I,0.183,0.139,0.083,0.033,0.015,0.007,0.01,5
I,0.339,0.247,0.082,0.192,0.084,0.032,0.06,6
F,0.573,0.474,0.151,1.114,0.569,0.259,0.254,8
I,0.552,0.459,0.182,0.853,0.414,0.204,0.207,11
M,0.461,0.364,0.133,0.442,0.169,0.106,0.14,8
M,0.347,0.28,0.084,0.212,0.082,0.049,0.069,9
I,0.682,0.528,0.191,1.101,0.436,0.236,0.324,10
M,0.644,0.529,0.175,1.212,0.553,0.244,0.387,13
M,0.58,0.46,0.167,0.883,0.331,0.199,0.316,10
F,0.609,0.5,0.198,1.187,0.453,0.267,0.351,11
I,0.483,0.39,0.128,0.601,0.232,0.113,0.233,11
M,0.605,0.493,0.164,1.107,0.492,0.212,0.304,12
M,0.659,0.505,0.171,1.475,0.624,0.425,0.355,10
F,0.473,0.371,0.137,0.61,0.256,0.146,0.174,15
M,0.419,0.332,0.112,0.44,0.182,0.088,0.142,8
I,0.331,0.291,0.1,0.215,0.088,0.055,0.077,8
F,0.624,0.482,0.199,1.096,0.499,0.269,0.344,10
I,0.357,0.265,0.092,0.209,0.075,0.057,0.059,8
I,0.323,0.239,0.076,0.139,0.052,0.03,0.045,5
M,0.597,0.466,0.15,1.061,0.522,0.246,0.317,9
M,0.596,0.467,0.142,0.877,0.387,0.215,0.271,10
F,0.598,0.415,0.2,1.585,0.637,0.412,0.392,11
F,0.674,0.554,0.124,1.53,0.67,0.366,0.19,12
F,0.496,0.429,0.124,0.76,0.268,0.194,0.242,13
F,0.596,0.453,0.153,0.899,0.352,0.227,0.278,9
M,0.624,0.483,0.164,0.988,0.489,0.25,0.28,10
M,0.688,0.546,0.19,2.092,1.042,0.407,0.506,12
I,0.372,0.263,0.075,0.178,0.08,0.038,0.053,7
F,0.669,0.53,0.19,1.694,0.666,0.501,0.514,11
I,0.551,0.438,0.154,0.905,0.41,0.193,0.245,10
F,0.647,0.519,0.172,1.54,0.745,0.417,0.364,10
F,0.654,0.562,0.213,1.834,0.683,0.369,0.463,14
F,0.505,0.372,0.109,0.486,0.2,0.099,0.123,7
M,0.562,0.411,0.177,0.844,0.32,0.23,0.238,12
M,0.718,0.587,0.179,1.809,0.586,0.467,0.459,13
I,0.432,0.313,0.098,0.336,0.17,0.079,0.093,7
F,0.528,0.39,0.107,0.591,0.192,0.149,0.197,13
M,0.723,0.564,0.191,1.515,0.664,0.309,0.419,13
I,0.452,0.34,0.135,0.425,0.177,0.081,0.125,13
M,0.527,0.403,0.116,0.855,0.3,0.173,0.263,15
I,0.365,0.268,0.08,0.204,0.085,0.048,0.063,8
M,0.514,0.44,0.13,0.807,0.384,0.199,0.197,8
M,0.596,0.477,0.158,1.03,0.498,0.248,0.225,10
I,0.468,0.356,0.121,0.428,0.164,0.095,0.144,8
F,0.644,0.519,0.162,1.32,0.662,0.278,0.327,12
M,0.525,0.382,0.134,0.586,0.232,0.12,0.174,12
F,0.495,0.359,0.211,1.216,0.489,0.288,0.33,9
F,0.817,0.647,0.206,2.616,1.435,0.481,0.589,11
I,0.304,0.24,0.056,0.154,0.065,0.026,0.041,6
M,0.637,0.516,0.164,1.215,0.505,0.182,0.492,12
I,0.271,0.214,0.087,0.11,0.042,0.024,0.033,5
F,0.622,0.506,0.193,1.41,0.74,0.286,0.349,9
M,0.618,0.451,0.141,1.026,0.507,0.192,0.247,8
M,0.496,0.455,0.195,0.965,0.308,0.21,0.371,17
F,0.611,0.481,0.163,1.104,0.489,0.233,0.319,11
F,0.623,0.508,0.152,1.266,0.547,0.209,0.34,11
M,0.608,0.482,0.174,1.341,0.575,0.31,0.329,9
F,0.525,0.387,0.114,0.577,0.255,0.142,0.162,9
F,0.572,0.466,0.143,0.98,0.467,0.239,0.216,9
I,0.582,0.472,0.138,0.81,0.375,0.157,0.265,10
M,0.556,0.434,0.153,1.015,0.285,0.139,0.465,20
M,0.659,0.539,0.195,1.556,0.789,0.289,0.386,10
M,0.562,0.443,0.163,0.787,0.339,0.194,0.247,11
F,0.664,0.486,0.16,1.511,0.735,0.275,0.403,9
F,0.573,0.429,0.152,0.894,0.36,0.173,0.277,10
M,0.593,0.451,0.161,1.092,0.479,0.228,0.325,9
M,0.608,0.47,0.088,1.097,0.461,0.271,0.273,8
I,0.246,0.197,0.058,0.077,0.036,0.011,0.025,6
I,0.445,0.349,0.107,0.337,0.139,0.076,0.096,7
I,0.274,0.203,0.07,0.113,0.045,0.026,0.031,5
M,0.259,0.209,0.081,0.125,0.045,0.027,0.04,6
F,0.626,0.471,0.143,1.039,0.454,0.228,0.279,14
M,0.561,0.454,0.164,0.746,0.275,0.205,0.243,16
F,0.465,0.389,0.14,0.57,0.161,0.119,0.195,11
I,0.38,0.298,0.098,0.29,0.112,0.065,0.115,11
F,0.528,0.377,0.107,0.558,0.286,0.117,0.154,7
F,0.568,0.431,0.151,0.796,0.3,0.146,0.263,9
M,0.464,0.338,0.145,0.496,0.199,0.116,0.172,10
F,0.691,0.601,0.192,2.217,1.052,0.391,0.611,10
F,0.524,0.397,0.139,0.703,0.31,0.175,0.241,10
M,0.599,0.475,0.177,1.01,0.437,0.237,0.315,10
I,0.4,0.262,0.104,0.268,0.126,0.062,0.078,9
M,0.551,0.433,0.146,0.91,0.397,0.161,0.28,10
I,0.592,0.472,0.189,0.879,0.315,0.189,0.293,13
M,0.647,0.5,0.178,1.174,0.518,0.257,0.33,13
M,0.515,0.418,0.152,0.865,0.43,0.147,0.206,9
F,0.696,0.566,0.19,2.142,1.035,0.419,0.482,9
M,0.642,0.517,0.16,1.361,0.637,0.242,0.306,9
M,0.627,0.452,0.154,1.028,0.446,0.204,0.313,10
I,0.571,0.457,0.156,0.879,0.267,0.218,0.342,14
M,0.43,0.356,0.11,0.291,0.09,0.054,0.121,11
I,0.393,0.277,0.091,0.226,0.104,0.052,0.074,8
I,0.488,0.384,0.103,0.493,0.24,0.112,0.143,7
F,0.54,0.474,0.154,1.221,0.556,0.311,0.349,16
F,0.658,0.53,0.148,1.293,0.546,0.29,0.374,11
M,0.765,0.538,0.213,2.121,1.047,0.537,0.518,11
F,0.577,0.462,0.148,1.08,0.453,0.191,0.378,11
M,0.46,0.373,0.101,0.459,0.2,0.104,0.151,10
F,0.657,0.51,0.163,1.126,0.503,0.253,0.33,12
F,0.547,0.388,0.138,0.785,0.385,0.203,0.208,8
I,0.491,0.376,0.127,0.489,0.195,0.136,0.126,8
M,0.558,0.434,0.141,0.791,0.471,0.131,0.211,9
M,0.591,0.458,0.184,1.264,0.682,0.294,0.288,10
F,0.447,0.342,0.117,0.471,0.209,0.107,0.158,8
M,0.677,0.527,0.165,1.184,0.619,0.274,0.338,11
I,0.315,0.233,0.109,0.285,0.117,0.063,0.083,6
M,0.558,0.464,0.156,0.871,0.432,0.198,0.253,9
F,0.62,0.495,0.198,1.103,0.476,0.233,0.367,9
F,0.509,0.399,0.188,0.641,0.154,0.105,0.238,21
F,0.72,0.558,0.198,1.672,0.863,0.419,0.453,9
M,0.619,0.532,0.167,1.349,0.649,0.261,0.364,12
I,0.353,0.279,0.096,0.222,0.105,0.041,0.066,7
M,0.481,0.396,0.13,0.807,0.273,0.165,0.257,13
M,0.541,0.461,0.16,0.941,0.476,0.201,0.267,8
F,0.508,0.371,0.12,0.588,0.268,0.133,0.15,8
F,0.576,0.439,0.118,1.039,0.483,0.229,0.268,12
M,0.574,0.445,0.147,1.083,0.444,0.269,0.318,14
M,0.676,0.485,0.159,1.365,0.561,0.351,0.339,10
I,0.618,0.439,0.138,0.983,0.446,0.259,0.265,10
I,0.408,0.295,0.096,0.326,0.136,0.084,0.083,7
F,0.417,0.337,0.113,0.441,0.216,0.12,0.116,10
F,0.464,0.343,0.138,0.441,0.149,0.094,0.151,12
F,0.549,0.429,0.129,0.684,0.308,0.153,0.22,11
M,0.613,0.52,0.158,1.399,0.479,0.365,0.454,19
M,0.662,0.564,0.166,1.4,0.664,0.23,0.424,11
M,0.554,0.416,0.156,0.796,0.441,0.18,0.229,10
I,0.429,0.338,0.11,0.343,0.138,0.065,0.118,8
I,0.506,0.419,0.12,0.586,0.254,0.115,0.169,9
